Employee ID,Employee Name,Department/Team,Designation/Role,Current Employment Status,Total Work Duration (years),Leave Date,Leave Type,Leave Approval Status,Leave Frequency,Weekend Leaves (Sat/Sun Included?),Tasks Assigned,Tasks Completed on Time,Missed Deadlines,Employee Performance Score,Team Size,Active Employees in Team,Leaves in Team for Same Period,Skill Rating,Past Performance Reviews,Project Involvement,Total Leave Days (per month/year),Leave Impact on Work,Performance Rating,Skill_Performance,Leave Month,Leave Approval Rate,Leave Impact Score,Team Workload Ratio
936790,Eric Cox,3,6,0,12.5,2024-07-10,2,0,7,0,18,10.0,8.0,99.5,44,8,5.0,6.5,1.3,1,8,1,2.6,8.450000000000001,8,0.0,-7.0,0.18181818181818182
141995,Lisa Ingram,4,6,0,4.5,2024-08-13,2,1,9,1,29,26.0,3.0,70.5,41,6,17.0,3.9,1.1,0,18,2,3.7,4.29,8,10.0,-198.0,0.14634146341463414
185368,Bethany Brooks,6,4,0,13.8,2024-12-19,2,0,3,1,80,31.0,49.0,94.5,26,26,11.0,4.0,1.3,1,20,0,1.4,5.2,4,0.0,57.0,1.0
857909,Kyle Hubbard,4,7,0,5.3,2024-09-21,2,1,2,1,63,56.0,7.0,70.8,41,31,13.0,4.2,2.6,0,11,1,2.4,10.920000000000002,10,33.33333333333333,-96.0,0.7560975609756098
419828,Sandra Jones,0,5,0,2.2,2024-06-16,4,2,0,0,23,20.0,3.0,66.1,30,6,2.0,4.8,1.9,2,1,1,4.2,9.12,12,200.0,-0.0,0.2
959914,Mrs. Melinda Edwards,0,5,0,13.7,2024-07-12,3,2,4,1,52,34.0,18.0,62.8,14,6,14.0,3.6,2.3,0,15,1,3.2,8.28,5,40.0,-60.0,0.42857142857142855
447698,Sandra Irwin,2,3,0,8.4,2024-05-26,2,1,1,0,75,10.0,65.0,50.5,43,41,28.0,8.9,1.7,1,7,1,2.5,15.13,10,50.0,56.0,0.9534883720930233
110285,David Campos,3,1,0,13.5,2024-12-27,4,1,2,1,17,17.0,0.0,79.5,12,1,1.0,7.3,2.6,2,3,2,2.9,18.98,8,33.33333333333333,-32.0,0.08333333333333333
456293,Danielle Conley,5,0,0,2.4,2024-04-06,1,0,5,1,29,22.0,7.0,58.0,47,32,26.0,2.6,3.1,0,25,2,4.5,8.06,10,0.0,-70.0,0.6808510638297872
259215,Michael Duran,6,6,0,12.8,2024-07-03,2,0,4,1,76,68.0,8.0,65.7,23,18,9.0,9.3,1.0,1,28,0,3.3,9.3,4,0.0,-236.0,0.782608695652174
823940,Ashley Hardin,1,5,0,8.4,2024-09-10,2,0,3,0,65,5.0,60.0,59.5,18,4,11.0,3.9,4.8,0,22,1,4.2,18.72,9,0.0,168.0,0.2222222222222222
232038,Daniel Smith,5,4,0,6.1,2024-04-11,3,2,3,0,99,90.0,9.0,66.4,40,33,0.0,4.7,2.2,1,23,0,2.0,10.340000000000002,12,50.0,-240.0,0.825
256759,Anthony Gray,4,4,0,14.1,2024-09-24,4,1,2,1,54,24.0,30.0,62.2,47,12,3.0,6.4,3.6,0,27,0,1.1,23.040000000000003,1,33.33333333333333,14.0,0.2553191489361702
214002,Brittany Young,5,5,0,4.5,2024-10-15,3,0,2,0,51,20.0,31.0,51.3,24,11,23.0,7.4,1.5,1,2,0,4.5,11.100000000000001,8,0.0,24.0,0.4583333333333333
690227,Nicole Evans,1,7,0,11.2,2024-09-06,0,2,2,1,86,50.0,36.0,51.7,43,22,39.0,5.0,2.7,2,16,1,2.4,13.5,12,66.66666666666666,-26.0,0.5116279069767442
112963,Connie Perez,4,2,1,4.4,2024-01-09,2,0,5,0,44,3.0,41.0,87.5,48,10,3.0,3.0,2.1,0,12,2,4.5,6.300000000000001,8,0.0,195.0,0.20833333333333334
63298,Jennifer Perry,4,5,1,1.2,2024-07-24,1,2,8,1,45,1.0,44.0,57.1,22,17,18.0,4.3,5.0,2,30,0,1.3,21.5,4,22.22222222222222,352.0,0.7727272727272727
479568,Dr. Chris Horton DDS,0,0,0,14.3,2024-07-04,3,0,7,1,78,78.0,0.0,59.6,43,20,32.0,2.8,3.4,2,13,1,2.9,9.52,10,0.0,-539.0,0.46511627906976744
261377,Christopher Baldwin,6,6,0,5.1,2024-08-28,3,2,6,1,49,31.0,18.0,83.5,22,13,21.0,7.3,4.2,1,0,0,1.8,30.66,1,28.57142857142857,-72.0,0.5909090909090909
581309,Carolyn Ray,5,5,0,4.7,2024-08-31,1,1,8,0,22,4.0,18.0,87.2,21,3,9.0,4.0,1.2,1,5,0,2.0,4.8,6,11.11111111111111,120.0,0.14285714285714285
152458,David Robinson,2,4,0,5.6,2024-12-26,0,2,0,0,77,0.0,77.0,69.7,9,4,3.0,3.8,1.3,1,17,2,3.0,4.9399999999999995,7,200.0,0.0,0.4444444444444444
995081,Mr. Raymond Harper,5,4,0,14.0,2024-08-03,4,1,7,0,45,35.0,10.0,97.7,12,3,3.0,7.5,3.9,1,3,2,3.0,29.25,2,12.5,-168.0,0.25
253977,Stephanie Wagner,2,5,0,9.5,2024-03-07,3,2,5,1,11,0.0,11.0,76.1,26,20,11.0,3.4,3.1,0,29,0,1.6,10.54,8,33.33333333333333,60.0,0.7692307692307693
351794,Tara Bruce,5,0,1,5.2,2024-04-04,4,2,2,0,21,15.0,6.0,88.6,25,1,18.0,2.5,3.6,0,10,0,5.0,9.0,1,66.66666666666666,-16.0,0.04
334914,Lori Mcdonald,3,7,0,9.3,2024-10-28,2,1,9,0,36,18.0,18.0,77.4,10,7,7.0,2.0,1.8,0,25,1,1.7,3.6,11,10.0,9.0,0.7
157475,Robert Walls,6,2,1,6.5,2024-10-15,3,0,1,0,33,19.0,14.0,70.8,23,20,12.0,1.6,4.7,0,8,2,2.7,7.5200000000000005,5,0.0,-4.0,0.8695652173913043
697741,Patrick Peterson,2,0,0,6.8,2024-08-02,0,1,1,1,16,11.0,5.0,79.1,12,10,7.0,1.2,1.5,0,1,0,2.3,1.7999999999999998,4,50.0,-5.0,0.8333333333333334
674038,Zoe Figueroa,2,2,0,2.8,2024-06-09,0,1,0,1,59,38.0,21.0,61.8,34,10,2.0,5.4,2.3,0,0,2,3.1,12.42,5,100.0,-0.0,0.29411764705882354
254752,Martin Allen,1,1,2,5.2,2024-04-07,1,1,4,0,59,22.0,37.0,74.0,19,2,0.0,4.3,2.6,1,4,1,4.1,11.18,11,20.0,64.0,0.10526315789473684
228879,Veronica Griffith,3,4,1,2.4,2024-06-26,0,2,7,0,89,29.0,60.0,61.3,14,8,0.0,7.9,1.7,2,28,2,4.1,13.43,6,25.0,224.0,0.5714285714285714
985959,Cindy Smith,5,0,0,6.8,2024-08-25,3,2,0,1,76,34.0,42.0,73.3,13,7,7.0,3.9,2.6,0,5,0,4.2,10.14,5,200.0,0.0,0.5384615384615384
435640,Jessica Cervantes,2,5,1,12.5,2024-05-19,3,2,5,0,28,6.0,22.0,70.3,46,22,2.0,3.2,2.1,0,2,1,3.8,6.720000000000001,3,33.33333333333333,85.0,0.4782608695652174
887153,Scott Mclaughlin,3,5,0,2.9,2024-04-12,0,0,0,1,70,58.0,12.0,60.5,8,4,4.0,1.4,4.5,1,13,1,4.2,6.3,3,0.0,-0.0,0.5
775416,Michele Potts,2,5,0,11.4,2024-07-05,2,2,9,0,82,80.0,2.0,80.8,46,36,10.0,2.6,2.9,2,11,2,1.5,7.54,10,20.0,-627.7241811671965,0.782608695652174
22484,Antonio Taylor,5,3,0,12.0,2024-04-15,4,0,3,1,93,15.0,78.0,53.5,19,5,6.0,2.1,4.5,0,23,0,1.2,9.450000000000001,2,0.0,192.0,0.2631578947368421
958500,Douglas Frazier,1,6,1,6.3,2024-10-21,4,0,7,1,90,82.0,8.0,54.3,8,8,7.0,7.2,1.5,2,5,2,2.0,10.8,5,0.0,-511.0,1.0
502373,Drew Molina,5,4,0,11.2,2024-06-01,4,1,4,1,58,55.0,3.0,74.6,46,40,12.0,3.0,1.1,1,6,2,1.4,3.3000000000000003,12,20.0,-204.0,0.8695652173913043
761107,Rebecca Brown,3,0,0,13.5,2024-05-01,4,2,0,0,27,6.0,21.0,59.3,36,3,9.0,3.7,1.8,1,28,0,2.1,6.66,8,200.0,0.0,0.08333333333333333
622497,Justin Roberts,0,7,1,0.5,2024-04-22,4,2,7,1,80,34.0,46.0,81.4,18,10,16.0,8.6,4.5,1,28,2,1.9,38.699999999999996,2,25.0,91.0,0.5555555555555556
538818,Rhonda Rich,4,2,0,13.3,2024-02-10,4,1,9,1,70,55.0,15.0,88.2,37,18,29.0,5.1,2.9,1,19,2,4.0,14.79,11,10.0,-351.0,0.4864864864864865
637135,Anthony Briggs,5,0,1,0.6,2024-02-25,0,2,7,0,10,2.0,8.0,60.4,10,9,9.0,5.9,4.5,2,20,1,2.8,26.55,11,25.0,49.0,0.9
756878,Christopher Hayes,4,5,0,5.6,2024-02-13,2,2,4,0,15,15.0,0.0,89.3,44,26,11.0,3.0,3.7,2,0,1,3.2,11.100000000000001,7,40.0,-56.0,0.5909090909090909
160235,Richard Doyle,5,7,0,5.3,2024-06-21,4,1,3,1,64,52.0,12.0,80.3,26,20,9.0,3.1,3.7,2,3,2,3.6,11.47,11,25.0,-117.0,0.7692307692307693
488915,Stacy Salazar,6,1,0,6.9,2024-03-01,3,0,6,1,47,47.0,0.0,92.0,8,2,8.0,4.7,2.2,1,27,2,3.8,10.340000000000002,4,0.0,-276.0,0.25
318810,Allison Reynolds,5,5,0,10.0,2024-06-18,2,0,7,1,53,52.0,1.0,50.7,34,7,23.0,6.2,2.9,0,8,2,4.2,17.98,2,0.0,-350.0,0.20588235294117646
22370,Steven Martin,1,4,0,12.3,2024-05-04,4,1,5,1,26,4.0,22.0,80.2,47,40,38.0,3.7,3.8,1,27,1,4.6,14.06,10,16.666666666666664,95.0,0.851063829787234
178664,Corey Grant,0,0,0,13.4,2024-04-25,4,1,0,1,27,0.0,27.0,82.0,5,4,1.0,3.6,2.7,1,22,0,4.1,9.72,9,100.0,0.0,0.8
754516,William Hines,5,3,1,14.5,2024-10-31,0,2,3,1,88,17.0,71.0,79.1,32,12,22.0,9.9,3.8,1,14,0,4.5,37.62,7,50.0,165.0,0.375
966810,Joshua Johnson,3,0,0,8.3,2024-08-23,0,2,10,0,94,81.0,13.0,70.2,12,8,10.0,5.2,1.7,1,14,1,4.7,8.84,11,18.181818181818183,-627.7241811671965,0.6666666666666666
427311,Brian Johnson,4,1,0,7.2,2024-10-12,3,0,8,0,30,19.0,11.0,57.5,19,16,14.0,2.2,3.2,0,22,1,3.0,7.040000000000001,11,0.0,-56.0,0.8421052631578947
906355,David Cross,2,1,0,13.5,2024-01-19,3,1,1,0,85,24.0,61.0,61.3,19,18,13.0,7.2,1.9,0,3,2,4.5,13.68,8,50.0,38.0,0.9473684210526315
119589,Tyler Jones,4,0,0,14.2,2024-04-25,1,1,2,0,66,65.0,1.0,95.3,12,9,11.0,2.0,2.4,2,15,0,2.4,4.8,12,33.33333333333333,-126.0,0.75
469135,Michelle Smith,6,3,0,8.2,2024-11-09,2,1,1,1,51,39.0,12.0,59.0,21,20,2.0,3.8,1.2,1,23,1,4.6,4.56,11,50.0,-26.0,0.9523809523809523
18336,Tommy Reilly,2,3,0,11.0,2024-05-24,4,1,6,1,79,59.0,20.0,57.0,28,14,15.0,7.0,1.9,1,2,0,2.7,13.299999999999999,3,14.285714285714285,-228.0,0.5
82600,Lori Parker,4,3,1,4.2,2024-03-31,4,0,1,1,62,28.0,34.0,74.2,10,1,6.0,1.6,3.5,1,22,1,2.7,5.6000000000000005,6,0.0,7.0,0.1
178141,Daniel Page,3,5,1,3.0,2024-03-14,2,1,3,0,65,56.0,9.0,74.2,27,10,15.0,3.3,4.1,2,17,0,3.6,13.529999999999998,1,25.0,-138.0,0.37037037037037035
290068,Thomas Oneal,4,6,0,3.8,2024-02-18,1,2,0,1,20,1.0,19.0,92.3,13,6,10.0,5.7,2.7,2,12,0,2.6,15.390000000000002,5,200.0,0.0,0.46153846153846156
78437,Suzanne Fitzgerald,0,3,1,2.3,2024-08-18,0,1,6,0,34,20.0,14.0,50.8,13,4,8.0,3.6,1.7,2,19,0,4.1,6.12,3,14.285714285714285,-30.0,0.3076923076923077
187188,Ethan Taylor,3,6,0,12.4,2024-12-13,2,0,9,1,50,10.0,40.0,78.2,17,7,10.0,8.7,2.4,0,30,2,1.5,20.88,9,0.0,279.0,0.4117647058823529
365443,Jason James,6,1,0,10.1,2024-02-22,1,1,9,1,21,3.0,18.0,61.9,37,29,9.0,8.8,2.3,2,8,0,4.3,20.24,1,10.0,144.0,0.7837837837837838
357975,Linda Kim,3,6,0,14.0,2024-04-09,1,0,8,0,65,3.0,62.0,51.0,20,16,2.0,1.6,3.2,2,18,1,5.0,5.120000000000001,2,0.0,480.0,0.8
927164,Mr. Charles Parker,5,7,0,7.5,2024-09-22,4,2,1,1,86,41.0,45.0,97.7,9,7,1.0,4.4,4.7,2,12,1,1.1,20.680000000000003,8,100.0,5.0,0.7777777777777778
79985,Gabriel Rios,4,3,1,4.9,2024-08-18,3,2,5,0,84,13.0,71.0,77.9,8,3,5.0,8.4,3.5,2,29,1,4.7,29.400000000000002,12,33.33333333333333,295.0,0.375
939843,Allison Cross,6,5,0,9.2,2024-02-14,4,2,6,0,76,24.0,52.0,85.4,15,5,10.0,1.9,3.1,1,25,1,2.8,5.89,12,28.57142857142857,174.0,0.3333333333333333
809346,Kristina Jones,1,3,0,8.7,2024-04-05,2,2,2,0,26,8.0,18.0,95.7,11,8,3.0,2.0,4.7,1,7,1,2.1,9.4,6,66.66666666666666,22.0,0.7272727272727273
972117,Mary Butler,5,2,0,13.0,2024-07-31,1,2,1,0,71,3.0,68.0,94.2,40,24,5.0,2.6,2.9,2,16,0,3.9,7.54,2,100.0,66.0,0.6
929488,Taylor Harrison,1,7,0,8.3,2024-04-11,2,1,3,0,34,28.0,6.0,58.3,37,30,26.0,1.2,4.5,2,3,0,4.1,5.3999999999999995,10,25.0,-63.0,0.8108108108108109
929048,Dorothy Harvey,3,6,0,14.0,2024-08-02,3,2,6,1,54,49.0,5.0,65.0,32,20,22.0,9.2,3.6,1,10,1,2.5,33.12,2,28.57142857142857,-258.0,0.625
622735,Jillian Kim,5,2,1,9.9,2024-03-25,1,1,2,0,43,28.0,15.0,84.1,30,29,28.0,2.7,2.4,0,25,1,1.3,6.48,2,33.33333333333333,-24.0,0.9666666666666667
973747,James Wells,6,1,0,3.6,2024-03-27,0,2,6,1,50,25.0,25.0,89.9,44,17,14.0,6.8,4.4,1,11,2,4.0,29.92,7,28.57142857142857,6.0,0.38636363636363635
13082,Katrina Friedman,4,4,1,5.4,2024-05-31,4,1,2,1,75,39.0,36.0,70.5,9,5,5.0,3.6,3.3,0,20,1,4.5,11.879999999999999,2,33.33333333333333,-4.0,0.5555555555555556
386971,Amanda Burns,5,5,1,3.3,2024-04-30,1,0,3,1,93,39.0,54.0,92.1,44,23,17.0,5.0,2.2,1,7,1,2.9,11.0,7,0.0,48.0,0.5227272727272727
490613,Gerald Allen,3,7,0,10.8,2024-08-24,4,2,1,0,38,17.0,21.0,93.2,40,35,28.0,1.8,2.1,2,23,0,2.0,3.7800000000000002,5,100.0,5.0,0.875
837633,Nicole Wilson MD,5,5,0,8.6,2024-12-09,2,1,10,1,87,57.0,30.0,89.6,23,7,3.0,8.2,4.2,2,0,2,1.3,34.44,7,9.090909090909092,-260.0,0.30434782608695654
751232,Margaret Watson,6,4,0,10.2,2024-06-27,4,0,5,0,85,80.0,5.0,59.9,22,18,7.0,2.2,3.3,0,16,0,1.7,7.26,12,0.0,-370.0,0.8181818181818182
117268,Bianca Miller,4,1,0,4.2,2024-11-02,0,0,0,1,15,3.0,12.0,83.4,14,5,6.0,4.5,2.6,0,4,2,3.4,11.700000000000001,11,0.0,0.0,0.35714285714285715
817339,Andrea Rodriguez,4,4,0,2.4,2024-08-18,3,0,7,0,35,17.0,18.0,63.6,43,5,37.0,9.5,1.1,2,20,2,4.2,10.450000000000001,9,0.0,14.0,0.11627906976744186
612904,Sara Ewing,2,1,0,5.1,2024-08-21,3,2,4,0,99,39.0,60.0,58.4,20,4,2.0,9.7,4.4,1,14,0,4.2,42.68,12,40.0,88.0,0.2
580399,Richard Young,1,6,0,2.9,2024-08-13,3,0,3,0,29,22.0,7.0,63.4,12,7,11.0,5.9,1.5,0,22,0,3.5,8.850000000000001,4,0.0,-42.0,0.5833333333333334
726989,Jenny Jones,6,5,0,15.1,2024-10-05,3,0,3,0,45,19.0,26.0,80.5,10,1,5.0,7.7,3.6,2,12,1,1.8,27.720000000000002,1,0.0,24.0,0.1
713695,Veronica Martin,3,6,0,7.4,2024-01-12,1,2,1,1,18,6.0,12.0,52.7,34,25,22.0,2.7,3.7,2,12,2,2.3,9.990000000000002,9,100.0,7.0,0.7352941176470589
319774,Joyce Murphy,4,0,0,6.6,2024-06-11,4,1,8,1,14,8.0,6.0,51.4,18,6,12.0,3.4,3.3,0,23,1,3.3,11.219999999999999,7,11.11111111111111,-8.0,0.3333333333333333
148102,Robert Scott,4,7,0,11.0,2024-02-26,4,1,7,0,25,24.0,1.0,78.9,37,9,4.0,8.5,4.4,1,26,1,1.3,37.400000000000006,2,12.5,-154.0,0.24324324324324326
145776,Charles Hays,0,1,0,6.3,2024-11-25,3,1,7,0,38,12.0,26.0,56.0,40,34,25.0,5.6,4.7,0,17,2,2.2,26.32,11,12.5,105.0,0.85
220581,Cheryl Johnson,0,2,0,13.6,2024-12-11,3,2,6,1,53,34.0,19.0,86.6,8,2,2.0,5.9,4.4,0,24,2,1.4,25.960000000000004,7,28.57142857142857,-84.0,0.25
994589,Kimberly Lewis,6,5,0,12.5,2024-12-12,0,0,7,1,54,40.0,14.0,80.8,32,32,26.0,7.8,1.1,2,15,1,2.5,8.58,9,0.0,-175.0,1.0
533158,Kerri Freeman,5,2,0,3.9,2024-12-15,1,2,8,0,39,17.0,22.0,69.7,23,16,3.0,9.5,2.2,0,14,1,1.3,20.900000000000002,3,22.22222222222222,48.0,0.6956521739130435
521762,Erin Rivera,1,5,0,13.9,2024-07-13,0,0,3,1,81,50.0,31.0,59.4,31,30,12.0,3.7,4.7,1,27,1,4.3,17.39,4,0.0,-54.0,0.967741935483871
947377,Jonathan Henry,3,4,1,2.1,2024-09-08,0,1,6,0,87,84.0,3.0,96.7,27,25,24.0,1.6,4.6,2,17,0,3.9,7.359999999999999,3,14.285714285714285,-480.0,0.9259259259259259
104958,Jonathan Jones,1,7,1,3.1,2024-11-13,1,1,3,0,84,37.0,47.0,83.9,38,16,36.0,6.7,3.1,0,30,0,4.6,20.77,12,25.0,33.0,0.42105263157894735
731215,Chad Walker,1,7,0,3.2,2024-02-17,0,1,8,1,80,0.0,80.0,53.0,15,1,15.0,2.3,3.8,1,3,0,1.6,8.739999999999998,12,11.11111111111111,637.1883196331303,0.06666666666666667
967334,Jennifer Rodriguez,6,2,0,8.5,2024-10-08,3,2,6,0,13,6.0,7.0,92.4,9,4,3.0,2.5,4.0,2,24,1,1.3,10.0,8,28.57142857142857,12.0,0.4444444444444444
365177,Matthew Freeman,0,0,0,9.0,2024-06-10,3,2,5,0,73,62.0,11.0,71.3,9,7,8.0,3.3,5.0,0,15,2,1.8,16.5,2,33.33333333333333,-250.0,0.7777777777777778
480019,David Haynes,4,0,1,1.5,2024-07-17,4,0,6,0,70,26.0,44.0,95.2,41,6,29.0,4.5,1.6,0,23,2,2.4,7.2,6,0.0,114.0,0.14634146341463414
524840,Brandon Hull,2,4,0,10.9,2024-09-09,0,0,9,0,96,40.0,56.0,75.5,28,8,21.0,4.3,2.9,1,22,0,1.2,12.469999999999999,3,0.0,153.0,0.2857142857142857
887443,Nancy Carlson,1,3,0,8.3,2024-01-01,4,2,6,0,64,29.0,35.0,71.8,30,29,7.0,6.5,3.8,2,20,2,4.4,24.7,10,28.57142857142857,42.0,0.9666666666666667
356054,Susan Sims,2,5,0,9.2,2024-03-23,1,1,0,1,63,48.0,15.0,92.6,34,26,14.0,5.4,3.3,0,22,1,3.5,17.82,11,100.0,-0.0,0.7647058823529411
786278,Bruce Patel,2,0,1,6.0,2024-12-09,1,1,1,0,13,1.0,12.0,75.2,28,19,8.0,6.7,4.5,2,17,2,2.4,30.150000000000002,1,50.0,12.0,0.6785714285714286
136029,Dr. Abigail Thompson DDS,2,3,0,7.1,2024-11-05,2,2,2,1,40,14.0,26.0,86.0,23,19,0.0,1.8,1.9,1,30,2,1.7,3.42,1,66.66666666666666,26.0,0.8260869565217391
959133,Edward Davis,4,0,0,14.1,2024-06-11,3,1,5,1,51,29.0,22.0,59.7,30,1,5.0,8.1,1.0,0,18,0,2.1,8.1,1,16.666666666666664,-30.0,0.03333333333333333
225857,Charlotte Bryant,0,6,1,0.4,2024-09-06,2,0,1,0,42,36.0,6.0,92.6,20,2,17.0,9.7,3.5,0,25,1,2.4,33.949999999999996,2,0.0,-29.0,0.1
709239,Tanya Hansen,2,1,1,7.6,2024-01-19,4,2,4,1,64,6.0,58.0,73.8,10,1,10.0,4.6,4.9,2,21,0,1.6,22.54,12,40.0,212.0,0.1
170814,Jonathan Glass,0,1,0,3.1,2024-11-22,3,2,7,1,95,62.0,33.0,54.5,9,1,0.0,4.9,2.5,2,4,1,1.2,12.25,12,25.0,-196.0,0.1111111111111111
283594,Danielle Garrett,4,5,0,14.6,2024-12-10,2,1,7,1,46,5.0,41.0,51.8,12,12,12.0,6.2,4.9,2,14,1,1.8,30.380000000000003,7,12.5,259.0,1.0
640960,Connie Thomas,3,4,0,6.4,2024-03-16,1,2,7,0,14,7.0,7.0,73.8,43,23,2.0,3.9,3.8,0,27,2,3.4,14.819999999999999,9,25.0,7.0,0.5348837209302325
211786,Sabrina Cohen,5,0,0,10.9,2024-04-26,3,2,8,0,39,3.0,36.0,92.3,42,32,27.0,3.4,5.0,1,20,0,1.1,17.0,4,22.22222222222222,272.0,0.7619047619047619
665805,Charles Gilmore MD,5,1,0,9.0,2024-06-19,2,1,10,0,78,27.0,51.0,97.8,34,29,16.0,9.4,4.4,2,13,2,1.5,41.36000000000001,2,9.090909090909092,250.0,0.8529411764705882
119828,Marissa Payne,1,3,0,6.6,2024-02-28,1,2,9,0,12,10.0,2.0,69.4,37,20,3.0,1.4,2.9,1,14,0,3.8,4.06,8,20.0,-63.0,0.5405405405405406
781793,Brian Gonzalez,4,2,1,1.2,2024-07-03,3,0,7,1,65,0.0,65.0,62.1,39,14,12.0,9.9,4.5,2,4,1,3.7,44.550000000000004,12,0.0,462.0,0.358974358974359
490469,Lisa Castro,4,4,0,9.3,2024-08-10,0,0,0,0,17,6.0,11.0,83.2,24,20,3.0,8.0,3.3,0,28,2,4.0,26.4,10,0.0,0.0,0.8333333333333334
553229,Dakota Boyd,3,5,0,9.8,2024-03-13,3,0,6,1,40,29.0,11.0,76.9,27,8,27.0,4.4,3.2,1,25,0,2.0,14.080000000000002,5,0.0,-102.0,0.2962962962962963
509933,Sarah Mccoy,4,2,0,6.6,2024-11-01,4,0,7,0,82,25.0,57.0,51.7,18,1,5.0,9.5,4.7,1,26,0,3.9,44.65,6,0.0,231.0,0.05555555555555555
466126,Tiffany King,1,4,0,3.9,2024-11-14,0,1,2,0,82,21.0,61.0,61.8,27,7,8.0,1.5,1.4,1,22,2,3.0,2.0999999999999996,3,33.33333333333333,82.0,0.25925925925925924
104293,Donald Smith,1,0,0,5.9,2024-04-03,0,1,5,1,80,44.0,36.0,80.1,21,10,11.0,6.0,2.2,2,11,0,1.3,13.200000000000001,3,16.666666666666664,-35.0,0.47619047619047616
971635,Dr. Erin Flores,2,1,0,8.9,2024-05-19,4,1,8,0,24,23.0,1.0,68.5,20,11,6.0,8.0,2.1,0,13,0,3.2,16.8,3,11.11111111111111,-168.0,0.55
187259,Raymond Hernandez,1,7,0,11.8,2024-09-10,3,2,5,1,50,40.0,10.0,64.1,33,13,20.0,9.1,4.2,2,10,0,4.2,38.22,4,33.33333333333333,-145.0,0.3939393939393939
704441,Heather Anthony,6,6,0,11.7,2024-09-27,2,1,10,1,51,49.0,2.0,95.2,28,7,3.0,7.1,3.2,1,18,0,2.0,22.72,6,9.090909090909092,-460.0,0.25
861442,Thomas Wood,0,5,0,14.7,2024-02-16,1,2,9,0,91,90.0,1.0,70.2,46,25,7.0,4.7,2.0,0,18,1,4.3,9.4,5,20.0,-627.7241811671965,0.5434782608695652
384162,Olivia Harrington,1,3,1,1.4,2024-11-03,2,0,0,0,71,0.0,71.0,95.2,41,11,31.0,9.2,2.5,0,22,2,2.5,23.0,12,0.0,0.0,0.2682926829268293
26866,Aaron Clark,5,6,0,2.2,2024-07-16,4,0,2,1,32,25.0,7.0,78.1,22,18,22.0,5.4,4.6,0,0,0,2.0,24.84,12,0.0,-34.0,0.8181818181818182
751041,Devon Carlson,5,1,0,11.1,2024-08-16,1,2,9,1,81,43.0,38.0,52.5,11,3,3.0,4.7,4.6,2,2,2,4.0,21.619999999999997,1,20.0,-36.0,0.2727272727272727
171206,Jason Smith,4,4,0,9.4,2024-09-30,0,2,5,1,29,7.0,22.0,57.8,49,45,6.0,3.0,1.1,0,1,1,3.3,3.3000000000000003,10,33.33333333333333,80.0,0.9183673469387755
787009,Sophia Hall,4,4,0,7.3,2024-10-10,1,1,3,1,18,3.0,15.0,75.5,36,16,6.0,2.4,1.3,1,22,1,3.5,3.12,10,25.0,39.0,0.4444444444444444
367105,Sarah Jackson,6,7,1,5.3,2024-11-27,4,1,5,0,49,7.0,42.0,62.6,16,9,16.0,9.0,2.3,0,18,1,2.7,20.7,8,16.666666666666664,180.0,0.5625
269593,Daniel Johnson,0,4,0,7.1,2024-07-03,0,2,7,0,51,7.0,44.0,58.6,16,2,6.0,4.6,4.5,1,4,0,2.3,20.7,1,25.0,266.0,0.125
501605,Jeffrey Harrell,1,4,0,2.8,2024-10-16,4,1,9,0,97,83.0,14.0,69.4,32,28,20.0,5.9,3.2,1,26,0,1.1,18.880000000000003,4,10.0,-612.0,0.875
606043,Daniel Rogers,6,5,0,11.5,2024-08-07,4,0,7,0,67,15.0,52.0,57.6,6,2,2.0,2.9,1.7,1,3,2,4.0,4.93,8,0.0,266.0,0.3333333333333333
138652,Amy Shepard,6,6,2,5.4,2024-08-11,2,0,0,1,27,16.0,11.0,72.6,49,44,30.0,1.5,3.6,1,16,0,1.1,5.4,3,0.0,-0.0,0.8979591836734694
310090,Teresa Stone,4,3,0,12.9,2024-10-01,2,2,1,0,15,2.0,13.0,86.5,23,23,10.0,3.8,1.2,1,9,2,2.9,4.56,4,100.0,12.0,1.0
663010,Charles Barnes,4,0,0,11.4,2024-05-17,0,1,2,1,25,8.0,17.0,70.0,35,20,20.0,4.8,3.1,0,11,1,3.8,14.879999999999999,9,33.33333333333333,20.0,0.5714285714285714
803143,Trevor Murphy,6,3,0,7.2,2024-10-23,0,0,8,0,65,50.0,15.0,54.4,43,29,5.0,6.3,3.7,2,26,0,5.0,23.31,12,0.0,-272.0,0.6744186046511628
426322,Ronald Watson,1,2,0,10.6,2024-05-02,4,2,3,0,99,79.0,20.0,94.1,19,14,6.0,9.8,3.4,2,15,0,3.6,33.32,7,50.0,-174.0,0.7368421052631579
300377,Maria Lawrence,6,0,0,8.4,2024-11-03,1,0,8,0,42,16.0,26.0,87.9,9,8,4.0,2.5,1.9,0,19,1,3.7,4.75,10,0.0,88.0,0.8888888888888888
472747,Timothy Bell,6,4,0,6.1,2024-12-10,1,1,9,1,15,3.0,12.0,94.2,47,5,11.0,4.0,3.9,1,6,2,3.4,15.6,1,10.0,90.0,0.10638297872340426
27350,Samantha Brown,0,7,0,6.5,2024-06-11,2,1,1,0,77,0.0,77.0,83.2,17,4,13.0,2.3,2.6,1,0,2,4.3,5.9799999999999995,9,50.0,78.0,0.23529411764705882
